"CategoryGrid_productImg_container__Ga1ll href","sc-kDvujY src 2","CategoryGrid_product_name__3nYsN","CategoryGrid_product_price__Svf8T","CategoryGrid_product_linethrough_price__BmPwe"
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-500-ml-x12/12620760","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1704436428702.jpg&w=3840&q=75","Coca Cola 500 ML x12","Rs. 1,290",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-500ml/12620029","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1711518513754.jpg&w=3840&q=75","Sprite 500ML","Rs. 110",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-mint-1.5l-x6/12620721","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1724676556001.jpg&w=3840&q=75","Sprite Mint 1.5L x6","Rs. 983","Rs.1,035"
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-1-litre-x6/12622331","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1707741849657.jpg&w=3840&q=75","Coca Cola 1 Litre x6","Rs. 735",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-zero-sugar-500ml-x-12/12624739","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1707742054806.jpg&w=3840&q=75","Coca Cola Zero Sugar 500ML X 12","Rs. 1,290",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-500-ml-x12/12620855","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1707741696582.jpg&w=3840&q=75","Sprite 500 ML X12","Rs. 1,290",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-500ml/12620005","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12620005-0-M.jpg&w=3840&q=75","Coca Cola 500ML","Rs. 110",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/fanta-1.5-litre-x6/12622776","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622776-0-M.jpg&w=3840&q=75","Fanta 1.5 Litre X6","Rs. 885",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-zero-sugar-1.5litre/12621243","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1711518842947.jpg&w=3840&q=75","Sprite Zero Sugar 1.5Litre","Rs. 175",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/next-fizz-up-1l/19896840","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1741685564373.jpg&w=3840&q=75","Next Fizz Up 1L","Rs. 95","Rs.115"
"https://www.metro-online.pk/detail/beverages/soft-drinks/next-cola-2.25l/84453237","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1741684558117.jpg&w=3840&q=75","Next Cola 2.25L","Rs. 175","Rs.195"
"https://www.metro-online.pk/detail/beverages/soft-drinks/next-fizz-up-2.25l/84765421","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1741684888660.jpg&w=3840&q=75","Next Fizz Up 2.25L","Rs. 175","Rs.195"
"https://www.metro-online.pk/detail/beverages/soft-drinks/next-fizz-up-1.5-litre/12641458","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1738064196891.jpg&w=3840&q=75","Next Fizz Up 1.5 Litre","Rs. 138","Rs.155"
"https://www.metro-online.pk/detail/beverages/soft-drinks/fanta-can-250ml/12620874","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12620874-0-M.jpg&w=3840&q=75","Fanta Can 250ML","Rs. 95",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/pepsi-2.25l-x6-/12622932","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622932-0-M.jpg&w=3840&q=75","Pepsi 2.25L x6","Rs. 1,113",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/mirinda-500ml-x12-/12622572","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622572-0-M.jpg&w=3840&q=75","Mirinda 500ML x12","Rs. 1,023",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/pepsi-500-ml-x12/12622264","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622264-0-M.jpg&w=3840&q=75","Pepsi 500 ML x12","Rs. 1,023",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/mountain-dew-1.5l-x6-/12622021","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622021-0-M.jpg&w=3840&q=75","Mountain Dew 1.5L x6","Rs. 825",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-1litre-x-6/12621961","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1707741788488.jpg&w=3840&q=75","Sprite 1Litre X 6","Rs. 735",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-1litre/12621938","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1711518264803.jpg&w=3840&q=75","Sprite 1Litre","Rs. 125",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/7up-free-500ml-x12-/12621797","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12621797-0-M.jpg&w=3840&q=75","7Up Free 500ML x12","Rs. 1,023",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/mirinda-1.5l-x6-/12621588","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1691752409591.jpg&w=3840&q=75","Mirinda 1.5L x6","Rs. 825",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-1litre/12621521","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12621521-0-M.jpg&w=3840&q=75","Coca Cola 1Litre","Rs. 125",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/7up-white-345ml-x12-/12621082","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1708499420040.jpg&w=3840&q=75","7Up White 345ML x12","Rs. 690",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/fanta-orange-500ml/12620041","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12620041-0-M.jpg&w=3840&q=75","Fanta Orange 500ML","Rs. 106","Rs.120"
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-350-ml/43948417","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1723544041129.jpg&w=3840&q=75","Sprite 350 ML","Rs. 63","Rs.70"
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-zero-sugar-can-250ml/12620780","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12620780-0-M.jpg&w=3840&q=75","Coca Cola Zero Sugar Can 250ML","Rs. 110",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-2.25l-x6/77212671","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1708605801687.jpg&w=3840&q=75","Sprite 2.25L X6","Rs. 1,245",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/fanta-red-apple-500ml-x12/14069694","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1701945580922.jpg&w=3840&q=75","Fanta Red Apple 500ML x12","Rs. 1,170",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-zero-sugar-500-ml/12620720","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1711518680360.jpg&w=3840&q=75","Sprite Zero Sugar 500 ML","Rs. 110",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/fanta-1.5litre/12620690","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12620690-0-M.jpg&w=3840&q=75","Fanta 1.5Litre","Rs. 166","Rs.175"
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-2.25-litre-x-6/12620645","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1713250621526.jpg&w=3840&q=75","Coca Cola 2.25 Litre X 6","Rs. 1,095",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/7up-500ml-x12-/12620538","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12620538-0-M.jpg&w=3840&q=75","7Up 500ML x12","Rs. 1,023",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-2.25litre/12620188","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1707741324699.jpg&w=3840&q=75","Coca Cola 2.25Litre","Rs. 185",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-1.5-litre-x-6/12620170","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1711516734452.jpg&w=3840&q=75","Sprite 1.5 Litre X 6","Rs. 885",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-1.5-litre/12620112","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12620112-0-M.jpg&w=3840&q=75","Coca Cola 1.5 Litre","Rs. 150",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-1.5-litre-x-6/12620095","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1707740859181.jpg&w=3840&q=75","Coca Cola 1.5 Litre X 6","Rs. 885",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-1.5litre/12620084","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1711517633372.jpg&w=3840&q=75","Sprite 1.5Litre","Rs. 166","Rs.175"
"https://www.metro-online.pk/detail/beverages/soft-drinks/red-bull-stimulant-drink-250ml-x4/12638874","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FMisc%2F1685517456068.jpg&w=3840&q=75","Red Bull Stimulant Drink 250ML X4","Rs. 1,800",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-zero-sugar-can-250-ml/12628509","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1711519169655.jpg&w=3840&q=75","Sprite Zero Sugar Can 250 ML","Rs. 110",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-mint-500-ml/12628513","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12628513-0-M.jpg&w=3840&q=75","Sprite Mint 500 ML","Rs. 110",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-mint-1.5litre/12628514","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1711522531793.jpg&w=3840&q=75","Sprite Mint 1.5Litre","Rs. 150",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-cans-250-ml-x-12/12628566","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1707742093614.jpg&w=3840&q=75","Sprite Cans 250 ML X 12","Rs. 1,290",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-zero-sugar-1.5-litre/12631663","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12631663-0-M.jpg&w=3840&q=75","Coca Cola Zero Sugar 1.5 Litre","Rs. 150",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/cola-next-1.5l/12632300","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12632300-0-M.jpg&w=3840&q=75","Cola Next 1.5L","Rs. 138","Rs.155"
"https://www.metro-online.pk/detail/beverages/soft-drinks/next-fizz-up-1.5l-x6/12634504","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12634504-0-M.jpg&w=3840&q=75","Next Fizz Up 1.5L x6","Rs. 810","Rs.900"
"https://www.metro-online.pk/detail/beverages/soft-drinks/pepsi-1l-x6-/12634532","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1707121556594.jpg&w=3840&q=75","Pepsi 1L x6","Rs. 756",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-can-250-ml/12635520","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12635520-0-M.jpg&w=3840&q=75","Coca Cola Can 250 ML","Rs. 110",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/fanta-can-250ml-x-12/12627615","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12627615-0-M.jpg&w=3840&q=75","Fanta Can 250ML X 12","Rs. 1,290",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/nestle-fruita-vitals-sparkling-peach-can-250-ml/12638973","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12638973-0-M.jpg&w=3840&q=75","Nestle Fruita Vitals Sparkling Peach Can 250 ML","Rs. 140",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/nestle-fruita-vitals-sparkling-lime-cans-250ml-x12/12639203","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12639203-0-M.jpg&w=3840&q=75","Nestle Fruita Vitals Sparkling Lime Cans 250ML x12","Rs. 1,620",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-zero-500ml/12640723","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12640723-0-M.jpg&w=3840&q=75","Coca Cola Zero 500ML","Rs. 110",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/mountain-dew-345ml-x12-/12641739","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12641739-0-M.jpg&w=3840&q=75","Mountain Dew 345ML x12","Rs. 690",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-350ml-x12/12642917","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1706606641023.jpg&w=3840&q=75","Coca Cola 350ML x12","Rs. 699","Rs.765"
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-350ml/12642918","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12642918-0-M.jpg&w=3840&q=75","Coca Cola 350ML","Rs. 63","Rs.70"
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-mint-500ml-x12/12642920","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1711524568548.jpg&w=3840&q=75","Sprite Mint 500ML x12","Rs. 1,290",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-zero-can-250ml-x12/12642921","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1707742187826.jpg&w=3840&q=75","Sprite Zero Can 250ML x12","Rs. 1,290",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/cola-next-1.5ltr-x6/12623912","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12623912-0-M.jpg&w=3840&q=75","Cola Next 1.5Ltr x6","Rs. 810","Rs.900"
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-zero-500ml-x12/12642922","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1707742222198.jpg&w=3840&q=75","Sprite Zero 500ML x12","Rs. 1,290",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/mirinda-2.25l-x6-/12623081","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12623081-0-M.jpg&w=3840&q=75","Mirinda 2.25L x6","Rs. 1,113",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/fanta-1-litre-x-6/12623083","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12623083-0-M.jpg&w=3840&q=75","Fanta 1 Litre X 6","Rs. 735",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/fanta-2.25l-x6/12623139","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1695815572105.jpg&w=3840&q=75","Fanta 2.25L x6","Rs. 1,245",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/fanta-500ml-x-12/12623144","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12623144-0-M.jpg&w=3840&q=75","Fanta 500ML X 12","Rs. 1,290",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/mountain-dew-2.25l-x6-/12623375","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12623375-0-M.jpg&w=3840&q=75","Mountain Dew 2.25L x6","Rs. 1,109",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-zero-sugar-1.5-litre-x-6/12623379","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1707741952424.jpg&w=3840&q=75","Sprite Zero Sugar 1.5 Litre X 6","Rs. 1,035",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-zero-sugar-can-250ml-x-12/12622816","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1707741890620.jpg&w=3840&q=75","Coca Cola Zero Sugar Can 250ML X 12","Rs. 1,226","Rs.1,290"
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-can-250-ml-x-12/12624430","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1707742005944.jpg&w=3840&q=75","Coca Cola Can 250 ML X 12","Rs. 1,290",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sting-berry-500ml-x12-/12624935","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12624935-0-M.jpg&w=3840&q=75","Sting Berry 500ML x12","Rs. 1,140",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-can-250-ml/12625254","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1711519012118.jpg&w=3840&q=75","Sprite Can 250 ML","Rs. 110",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/7up-1.5l-x6-/12625572","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12625572-0-M.jpg&w=3840&q=75","7Up 1.5L x6","Rs. 825",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/cola-next-1l/12625917","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12625917-0-M.jpg&w=3840&q=75","Cola Next 1L","Rs. 95","Rs.115"
"https://www.metro-online.pk/detail/beverages/soft-drinks/mountain-dew-500ml-x12-/12627075","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12627075-0-M.jpg&w=3840&q=75","Mountain Dew 500ML x12","Rs. 1,023",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/7up-2.25l-x6-/12627078","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12627078-0-M.jpg&w=3840&q=75","7Up 2.25L x6","Rs. 1,113",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/mirinda-345ml-x12-/12627091","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1708499665896.jpg&w=3840&q=75","Mirinda 345ML x12","Rs. 690",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/mezan-fizz-up-1litre-x-6/12623798","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1741685070202.jpg&w=3840&q=75","Mezan Fizz Up 1Litre x 6","Rs. 560","Rs.675"
"https://www.metro-online.pk/detail/beverages/soft-drinks/next-fizz-up-2.25-x4/84642213","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1741684748584.jpg&w=3840&q=75","Next Fizz Up 2.25 X4","Rs. 690","Rs.770"
"https://www.metro-online.pk/detail/beverages/soft-drinks/roar-500ml/12628583","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12628583-0-M.jpg&w=3840&q=75","Roar 500ML","Rs. 85",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/fanta-1-litre/12623115","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12623115-0-M.jpg&w=3840&q=75","Fanta 1 Litre","Rs. 125",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/fanta-2.25litre/12621585","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12621585-0-M.jpg&w=3840&q=75","Fanta 2.25Litre","Rs. 210",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/red-bull-stimulant-drink-250ml/12620402","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12620402-0-M.jpg&w=3840&q=75","Red Bull Stimulant Drink 250ML","Rs. 475",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-2.25litre/12620362","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1711516982598.jpg&w=3840&q=75","Sprite 2.25Litre","Rs. 210",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/fanta-red-apple-500ml/84264439","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1695904419565.jpg&w=3840&q=75","Fanta Red Apple 500ML","Rs. 100",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-2-litre-x6/43567252","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1723543785026.jpg&w=3840&q=75","Coca Cola 2 Litre x6","Rs. 1,260",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-2-litre/86351926","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1727786580005.jpg&w=3840&q=75","Coca Cola 2 Litre","Rs. 199","Rs.215"
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-750ml/60420559","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1729760653927.jpg&w=3840&q=75","Coca Cola 750ML","Rs. 115",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-750ml-x-6/60671872","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1729761142319.jpg&w=3840&q=75","Coca Cola 750ML x 6","Rs. 660",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-750-ml/61214365","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1729761318516.jpg&w=3840&q=75","Sprite 750 ML","Rs. 115",""
"https://www.metro-online.pk/detail/beverages/soft-drinks/next-cola-2.25l-x4/83916155","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1741684369801.jpg&w=3840&q=75","Next Cola 2.25L X4","Rs. 690","Rs.770"